PLATE,CH_CODE,ENDO_DATE,CLIENT,CAR_MODEL,PLATE_NUMBER_NORMALIZED
F1F444,01PSA2302-113,2023-02-08,PSB AUTO,2019 NISSAN TERRA 2.5L EL 4X2 A/T,F1F444
A9S174,01PSA2302-120,2023-02-08,PSB AUTO,2019 TOYOTA HI-ACE COMMUTER 3.0L DSL M/T,A9S174
FOB356,01PSA2302-121,2023-02-08,PSB AUTO,2018 NISSAN URVAN NV350 2.5L M/T PREMIUM,FOB356
NEW,01PSA2302-124,2023-02-08,PSB AUTO,2016 TOYOTA WIGO 1.0 TRD A/T (2016),NEW
B8D506,01PSA2302-127,2023-02-08,PSB AUTO,2020 MITSUBISHI L300 CC 2.2D M/T WITH FB,B8D506
P4R541,01PSA2302-130,2023-02-08,PSB AUTO,2020 TOYOTA VIOS 1.3J GAS M/T,P4R541
P4B593,01PSA2302-131,2023-02-08,PSB AUTO,2019 TOYOTA HILUX 2.8L 4x4 G A/T,P4B593
A6V667,01PSA2302-139,2023-02-08,PSB AUTO,2018 TOYOTA INNOVA 2.8E DSL A/T,A6V667
P1D646,01PSA2302-142,2023-02-09,PSB AUTO,2019 TOYOTA HI-ACE COMMUTER 3.0L DSL M/T,P1D646
F2N527,01PSA2302-143,2023-02-09,PSB AUTO,2019 NISSAN TERRA 2.5L EL 4X2 A/T,F2N527
F3U741,01PSA2302-147,2023-02-09,PSB AUTO,2020 NISSAN TERRA 2.5L VE 4X2 A/T,F3U741
B5-V576,01PSA2302-148,2023-02-09,PSB AUTO,2019 MITSUBISHI MONTERO SPORT GLX 2.4D 2,B5V576
G2L276,01PSA2302-154,2023-02-09,PSB AUTO,2020 SUZUKI ERTIGA 1.5L GA MT,G2L276
MR8833,01PSA2302-155,2023-02-09,PSB AUTO,2017 HYUNDAI H100 2.6L DSL M/T SHUTTLE w,MR8833
K1F242,01PSA2302-158,2023-02-09,PSB AUTO,2020 HYUNDAI ACCENT 1.4 GL AT (with SRS),K1F242
VY2837,01PSA2302-161,2023-02-09,PSB AUTO,2017 TOYOTA INNOVA 2.8E DSL M/T,VY2837
P7O347,01PSA2302-164,2023-02-09,PSB AUTO,2020 TOYOTA HI-ACE GL GRANDIA 2.8 DSL A/,P7O347
F2Y731,01PSA2302-166,2023-02-09,PSB AUTO,2020 NISSAN TERRA 2.5L VL 4X2 A/T,F2Y731
P5N665,01PSA2302-169,2023-02-09,PSB AUTO,2020 TOYOTA HILUX 4X2 CONQUEST A/T,P5N665
F3O204,01PSA2302-170,2023-02-09,PSB AUTO,2020 NISSAN TERRA 2.5L VL AT 4X2,F3O204
B5-C492,01PSA2302-172,2023-02-09,PSB AUTO,2019 MITSUBISHI XPANDER GLS SPORT 1.5G 2,B5C492
F0R628,01PSA2302-174,2023-02-09,PSB AUTO,2018 NISSAN URVAN NV350 2.5L 15STR CRDI,F0R628
G2H321,01PSA2302-179,2023-02-09,PSB AUTO,2020 SUZUKI ERTIGA 1.4L GL A/T,G2H321
A8U263,01PSA2302-180,2023-02-09,PSB AUTO,2019 TOYOTA INNOVA 2.8 TOURING SPORT DSL,A8U263
C2L538,01PSA2302-181,2023-02-09,PSB AUTO,2019 FORD RANGER 2.2L XLT 4X2 A/T,C2L538
F1M183,01PSA2302-185,2023-02-09,PSB AUTO,2019 NISSAN URVAN NV350 2.5L M/T PREMIUM,F1M183
K1A768,01PSA2302-186,2023-02-09,PSB AUTO,2019 HYUNDAI ACCENT 1.4 GL MT (without S,K1A768
S2Y697,01PSA2302-245,2023-02-13,PSB AUTO,2021 TOYOTA VIOS 1.3 XLE CVT AT,S2Y697
B7A822,01PSA2302-247,2023-02-09,PSB AUTO,2020 MITSUBISHI L300 CC 2.2D M/T WITH FB,B7A822
KOW888,01PSA2302-249,2023-02-09,PSB AUTO,2020 HYUNDAI KONA 2.0 GLS 6AT 2WD,KOW888
K0T374,01PSA2302-306,2023-02-20,PSB AUTO,2019 HYUNDAI KONA 2.0 GLS 6AT 2WD,K0T374
B5M111,01PSA2302-309,2023-02-20,PSB AUTO,2019 MITSUBISHI STRADA GLX PLUS AT,B5M111
B2X149,01PSA2302-317,2023-02-20,PSB AUTO,2019MITSUBISHI XPANDER GLS 1.5G A/T,B2X149
F2A543,01PSA2302-318,2023-02-20,PSB AUTO,2019 NISSAN URVAN NV350 2.5L 18STR CRDI,F2A543
P3R669,01PSA2302-321,2023-02-20,PSB AUTO,2019 TOYOTA VIOS 1.3 XE CVT,P3R669
CS#A0D575,01PSA2302-323,2023-02-20,PSB AUTO,2017 TOYOTA VIOS 1.3E GAS M/T,CSA0D575
F0T822,01PSA2302-326,2023-02-20,PSB AUTO,2018 NISSAN NP300 NAVARA NCAP 2.5L 4X4 V,F0T822
WE3861,01PSA2302-328,2023-02-20,PSB AUTO,2019 CHEVROLET TRAILBLAZER 2.8L 4X2 6-SP,WE3861
MU-6606,01PSA2302-335,2023-02-20,PSB AUTO,2018 HYUNDAI H100 2.6L DSL M/T SHUTTLE w,MU6606
P5R223,01PSA2302-337,2023-02-20,PSB AUTO,2020 TOYOTA HI-ACE COMMUTER 3.0L DSL M/T,P5R223
G1S937,01PSA2302-339,2023-02-20,PSB AUTO,2019 SUZUKI MC VITARA GLP,G1S937
A5B688,01PSA2302-343,2023-02-20,PSB AUTO,2018 TOYOTA VIOS 1.3E GAS M/T,A5B688
G1E671,01PSA2302-344,2023-02-20,PSB AUTO,2019 SUZUKI VITARA 1.6L GLX A/T,G1E671
C2Q367,01PSA2302-347,2023-02-20,PSB AUTO,2020 FORD RANGER 2.2L XLT 4X2 A/T,C2Q367
G1O637,01PSA2302-349,2023-02-20,PSB AUTO,2019 SUZUKI MC VITARA GLX,G1O637
B5K791,01PSA2302-352,2023-02-20,PSB AUTO,2019 MITSUBISHI XPANDER GLS 1.5G A/T,B5K791
CS#NO8336,01PSA2302-369,2023-02-23,PSB AUTO,2017 MITSUBISHI MONTERO SPORT GLX 2.4D 2,CSNO8336
F2J186,01PSA2302-370,2023-02-23,PSB AUTO,2019 NISSAN NP300 NAVARA NCAP 2.5L 4X2 E,F2J186
P4P030,01PSA2302-373,2023-02-23,PSB AUTO,2020 TOYOTA VIOS 1.3E GAS A/T,P4P030
P4J504,01PSA2302-374,2023-02-23,PSB AUTO,2020 TOYOTA INNOVA 2.8E DSL A/T,P4J504
W0M169,01PSA2303-2,2023-03-07,PSB AUTO,2021 MG RX5 1.5L AT ALPHA,W0M169
P0S271,01PSA2303-3,2023-03-07,PSB AUTO,2019 TOYOTA FORTUNER 2.4G 4X2 DSL A/T,P0S271
B7C131,01PSA2303-5,2023-03-07,PSB AUTO,2020 MITSUBISHI L300 CC 2.2D M/T WITH FB,B7C131
A7W881,01PSA2303-7,2023-03-07,PSB AUTO,2018 TOYOTA VIOS 1.5G  GAS M/T,A7W881
P7X498,01PSA2303-8,2023-03-07,PSB AUTO,2020 TOYOTA INNOVA 2.8E DSL A/T,P7X498
K0 D493,01PSA2303-19,2023-03-13,PSB AUTO,2019 HYUNDAI ACCENT 1.4 GL AT CVT,K0D493
OX 9609,01PSA2303-23,2023-03-13,PSB AUTO,2017 NISSAN NP300 NAVARA NCAP 2.5L 4X2 E,OX9609
P3N451,01PSA2303-30,2023-03-13,PSB AUTO,2019 TOYOTA FORTUNER 2.4G 4X2 DSL A/T,P3N451
B1J322,01PSA2303-37,2023-03-13,PSB AUTO,2017 MITSUBISHI MONTERO SPORT GLS 2.4D 2,B1J322
C0Q624,01PSA2303-40,2023-03-13,PSB AUTO,2018 FORD RANGER WILDTRAK 3.2L 4X4 M/T,C0Q624
COA324,01PSA2303-45,2023-03-13,PSB AUTO,2017 FORD ECOSPORT 1.5L TREND 5-DOOR A/T,COA324
G1P562,01PSA2303-46,2023-03-13,PSB AUTO,2019 SUZUKI ERTIGA GA M/T (BLACK EDITION,G1P562
A1V826,01PSA2303-47,2023-03-13,PSB AUTO,2018 TOYOTA AVANZA 1.3E GAS A/T,A1V826
A5I790,01PSA2303-54,2023-03-13,PSB AUTO,2018 TOYOTA FORTUNER 2.4G 4X2 DSL A/T,A5I790
F2K998,01PSA2303-59,2023-03-13,PSB AUTO,2019 NISSAN NP300 NAVARA NCAP 2.5L 4X2 E,F2K998
VV8644,01PSA2303-63,2023-03-13,PSB AUTO,2017 TOYOTA AVANZA 1.3E GAS M/T,VV8644
P2R017,01PSA2303-65,2023-03-13,PSB AUTO,2019 TOYOTA VIOS 1.3E GAS A/T,P2R017
MU4575,01PSA2303-77,2023-03-13,PSB AUTO,2018 HYUNDAI ACCENT 1.6 CRDi GL 6MT (Dsl,MU4575
B4R043,01PSA2303-84,2023-03-13,PSB AUTO,2019 MITSUBISHI MONTERO SPORT GLS 2.4D 2,B4R043
VX7660,01PSA2303-97,2023-03-13,PSB AUTO,2017 TOYOTA HI-ACE SUPER GRANDIA LXV 3.0,VX7660
B0Y440,01PSA2303-98,2023-03-13,PSB AUTO,2017 MITSUBISHI MONTERO SPORT GLS PREMIU,B0Y440
CS#KB4338,01PSA2303-104,2023-03-13,PSB AUTO,SENTRA 1.3 GX A/T,CSKB4338
NT0006,01PSA2303-121,2023-03-13,PSB AUTO,2017 MITSUBISHI PAJERO GLS 3.2D 4X4 AT,NT0006
F0C342,01PSA2303-135,2023-03-13,PSB AUTO,2018 NISSAN URVAN NV350 2.5L 18STR CRDI,F0C342
K0P479,01PSA2303-137,2023-03-13,PSB AUTO,2019 HYUNDAI H100 2.5 CRDi GL 6MT SHUTTL,K0P479
VX1993,01PSA2303-154,2023-03-13,PSB AUTO,2017 TOYOTA AVANZA 1.3E GAS M/T,VX1993
VZ9780,01PSA2303-158,2023-03-13,PSB AUTO,2017 TOYOTA FORTUNER 2.4G 4X2 DSL A/T,VZ9780
C0F956,01PSA2303-160,2023-03-13,PSB AUTO,2017 FORD RANGER WILDTRAK 3.2L 4X4 A/T,C0F956
WD7280,01PSA2303-162,2023-03-13,PSB AUTO,2017 CHEVROLET TRAILBLAZER 2.8L 4X2 6-SP,WD7280
C2L301,01PSA2303-175,2023-03-13,PSB AUTO,2019 FORD RANGER 2.0L TURBO RAPTOR 4X4 A,C2L301
A5U856,01PSA2303-176,2023-03-13,PSB AUTO,2018 TOYOTA HI-ACE COMMUTER 3.0L DSL M/T,A5U856
A9P745,01PSA2303-182,2023-03-13,PSB AUTO,2019 TOYOTA FORTUNER 2.4V 4X2 DSL A/T,A9P745
K1N167,01PSA2303-183,2023-03-13,PSB AUTO,2020 HYUNDAI KONA 2.0 GLS 6AT 2WD,K1N167
P0F697,01PSA2303-184,2023-03-13,PSB AUTO,2019 TOYOTA VIOS 1.3E GAS M/T,P0F697
...0,01PSA2303-185,2023-03-13,PSB AUTO,2002 FORD EXPLORER SPORTTRAC 4X4,0
B5N850,01PSA2303-195,2023-03-13,PSB AUTO,2019 MITSUBISHI MONTERO SPORT GLS 2.4D 2,B5N850
NEW,01PSA2303-197,2023-03-13,PSB AUTO,2008 GRAND STAREX CRDI VGT GOLD A/T 10 S,NEW
B3I879,01PSA2303-200,2023-03-13,PSB AUTO,2018 MITSUBISHI MIRAGE G4 GLS 1.2G CVT,B3I879
G1B007,01PSA2303-201,2023-03-13,PSB AUTO,2019 SUZUKI SWIFT 1.2L GL MT,G1B007
NEW,01PSA2303-205,2023-03-13,PSB AUTO,2010 TUCSON SU 2.0L CVVT 2WD A/T,NEW
B5Z575,01PSA2303-206,2023-03-13,PSB AUTO,2019 MITSUBISHI XPANDER GLX 1.5G M/T,B5Z575
F0J 407,01PSA2303-207,2023-03-13,PSB AUTO,2018 NISSAN NP300 NAVARA NCAP 2.5L 4X2 E,F0J407
A5Z776,01PSA2303-210,2023-03-13,PSB AUTO,2018 TOYOTA VIOS 1.3E GAS A/T,A5Z776
MU4491,01PSA2303-219,2023-03-13,PSB AUTO,2018 HYUNDAI ACCENT 1.6 CRDi GL 7AT-DCT,MU4491
WB1596,01PSA2303-221,2023-03-13,PSB AUTO,2017 TOYOTA WIGO 1.0G A/T,WB1596
A4Z490,01PSA2303-224,2023-03-13,PSB AUTO,2018 TOYOTA VIOS 1.3E GAS A/T,A4Z490
WD7518,01PSA2303-227,2023-03-13,PSB AUTO,2017 CHEVROLET TRAILBLAZER 2.8L 4X2 6-SP,WD7518
CS#B0R408,01PSA2303-231,2023-03-13,PSB AUTO,2017 MITSUBISHI MONTERO SPORT GLS 2.4D 2,CSB0R408
K1O386,01PSA2303-234,2023-03-13,PSB AUTO,2020 HYUNDAI KONA 2.0 GLS 6AT 2WD,K1O386
B6W981,01PSA2303-246,2023-03-13,PSB AUTO,2019 MITSUBISHI XPANDER GLX PLUS 1.5G A/,B6W981
B5X215,01PSA2303-254,2023-03-13,PSB AUTO,2019 MITSUBISHI MONTERO SPORT GLX 2.4D 2,B5X215
CS#VZ9961,01PSA2303-261,2023-03-13,PSB AUTO,2017 TOYOTA FORTUNER 2.4G 4X2 DSL A/T,CSVZ9961
B6F411,01PSA2303-265,2023-03-13,PSB AUTO,2019 MITSUBISHI MIRAGE G4 GLS 1.2G CVT,B6F411
E1Q414,01PSA2303-268,2023-03-13,PSB AUTO,2018 HONDA CR-V S DIESEL 9AT,E1Q414
B5T314,01PSA2303-275,2023-03-13,PSB AUTO,2019 MITSUBISHI MIRAGE G4 GLX 1.2G CVT,B5T314
C0Z938,01PSA2303-277,2023-03-13,PSB AUTO,2018 FORD EVEREST 2.2L 4X2 A/T TITANIUM,C0Z938
E1M264,01PSA2303-299,2023-03-13,PSB AUTO,2018 HONDA CIVIC 1.5 RS TURBO,E1M264
MT9287,01PSA2303-300,2023-03-13,PSB AUTO,2018 HYUNDAI H100 2.6L DSL M/T SHUTTLE w,MT9287
B2E968,01PSA2303-301,2023-03-13,PSB AUTO,2017 MITSUBISHI MONTERO SPORT GLS PREMIU,B2E968
CS#VZ6230,01PSA2303-303,2023-03-13,PSB AUTO,2017 TOYOTA VIOS 1.3E GAS M/T,CSVZ6230
WD4337,01PSA2303-307,2023-03-13,PSB AUTO,2017 CHEVROLET SAIL 1.5L DOHC DVVT 4-SPE,WD4337
P1M954,01PSA2303-317,2023-03-13,PSB AUTO,2019 TOYOTA VIOS 1.3E GAS A/T,P1M954
VY 8372,01PSA2303-331,2023-03-13,PSB AUTO,2017 TOYOTA HI-ACE COMMUTER 3.0L DSL M/T,VY8372
K1O850,01PSA2303-333,2023-03-13,PSB AUTO,2020 HYUNDAI REINA 1.4 GL A/T WITH AVN,K1O850
P1W087,01PSA2303-334,2023-03-13,PSB AUTO,2019 TOYOTA FORTUNER 2.4G 4X2 DSL A/T,P1W087
C1E531,01PSA2303-344,2023-03-13,PSB AUTO,2018 FORD EVEREST 2.2L 4X2 A/T TREND,C1E531
K1B055,01PSA2303-350,2023-03-13,PSB AUTO,2019 HYUNDAI ACCENT 1.4 GL AT (without S,K1B055
I0A498,01PSA2303-357,2023-03-13,PSB AUTO,2018 FOTON TORNADO C 2.2 DROPSIDE W/ AC,I0A498
D0E966,01PSA2303-362,2023-03-13,PSB AUTO,2017 ISUZU MU-X 4X2 2.5L LS-A A/T,D0E966
OY0259,01PSA2303-369,2023-03-13,PSB AUTO,2017 NISSAN URVAN NV350 2.5L 15STR CRDI,OY0259
DOC421,01PSA2303-374,2023-03-13,PSB AUTO,2017 ISUZU MU-X 3.0L 4X2 LS-A A/T CRDi,DOC421
P5I745,01PSA2303-381,2023-03-13,PSB AUTO,2020 TOYOTA FORTUNER 2.4G 4X2 DSL A/T,P5I745
NT0599,01PSA2303-392,2023-03-13,PSB AUTO,2017 MITSUBISHI MIRAGE GLS 1.2G CVT,NT0599
B3Z431,01PSA2303-396,2023-03-13,PSB AUTO,2019 MITSUBISHI XPANDER GLX PLUS 1.5G A/,B3Z431
B4U114,01PSA2303-398,2023-03-13,PSB AUTO,2018 MITSUBISHI MIRAGE G4 GLS 1.2G CVT,B4U114
MS1673,01PSA2303-408,2023-03-13,PSB AUTO,2017 HYUNDAI GRAND STAREX 2.5 GL MT (Dsl,MS1673
NEW,01PSA2303-416,2023-03-13,PSB AUTO,2012 MITSUBISHI MONTERO SPORT GLS-V 2.5L,NEW
B3N518,01PSA2303-420,2023-03-13,PSB AUTO,2018 MITSUBISHI MONTERO SPORT GLS 2.4D 2,B3N518
D0R386,01PSA2303-422,2023-03-13,PSB AUTO,2018 ISUZU MU-X 3.0L 4X2 LS-A A/T EURO 4,D0R386
A0X506,01PSA2303-425,2023-03-13,PSB AUTO,2017 TOYOTA VIOS 1.3E GAS M/T,A0X506
F1G571,01PSA2303-427,2023-03-13,PSB AUTO,2019 NISSAN TERRA 2.5L EL 4X2 A/T,F1G571
K1B904,01PSA2303-428,2023-03-13,PSB AUTO,2019 HYUNDAI KONA 2.0 GLS 6AT 2WD,K1B904
B4 U683,01PSA2303-429,2023-03-13,PSB AUTO,2018 MITSUBISHI MIRAGE G4 GLS 1.2G CVT,B4U683
UIH610,01PSA2303-434,2023-03-13,PSB AUTO,2012 HONDA CITY E 1.5L SEDAN A/T,UIH610
CS#DU9517,01PSA2303-437,2023-03-13,PSB AUTO,2017 HONDA BR-V 1.5S CVT A/T,CSDU9517
B3X507,01PSA2303-442,2023-03-13,PSB AUTO,2018 MITSUBISHI MIRAGE G4 GLX 1.2G CVT,B3X507
F3R606,01PSA2303-451,2023-03-13,PSB AUTO,2020 NISSAN URVAN NV350 2.5L STANDARD 18,F3R606
P5I815,01PSA2303-456,2023-03-13,PSB AUTO,2020 TOYOTA FORTUNER 2.4G 4X2 DSL A/T,P5I815
B6O968,01PSA2303-469,2023-03-13,PSB AUTO,2020 MITSUBISHI MONTERO SPORT GLS 2.4D 2,B6O968
NN8359,01PSA2303-471,2023-03-13,PSB AUTO,2016 MITSUBISHI MONTERO SPORT GLS 2.4L 2,NN8359
F0C598,01PSA2303-480,2023-03-13,PSB AUTO,2018 NISSAN URVAN NV350 2.5L 18STR CRDI,F0C598
G0I157,01PSA2303-482,2023-03-13,PSB AUTO,2018 SUZUKI CIAZ GL 1.4L A/T,G0I157
NO0617,01PSA2303-506,2023-03-13,PSB AUTO,2016 MITSUBISHI STRADA 2.5 GT 4WD M/T,NO0617
A0K787,01PSA2303-512,2023-03-13,PSB AUTO,2017 TOYOTA VIOS 1.3E GAS M/T,A0K787
B5-C084,01PSA2303-518,2023-03-13,PSB AUTO,2019 MITSUBISHI XPANDER GLS 1.5G 2WD A/T,B5C084
CR1198,01PSA2303-537,2023-03-13,PSB AUTO,2017 ISUZU NQR 4.6L M/T DSL,CR1198
IOF658,01PSA2303-541,2023-03-13,PSB AUTO,2019 FOTON VIEW TRANSVAN HR ROYALLE,IOF658
CS#OY4415,01PSA2303-543,2023-03-13,PSB AUTO,2017 NISSAN SYLPHY 1.8L CVT,CSOY4415
A1K181,01PSA2303-549,2023-03-13,PSB AUTO,2017 TOYOTA VIOS 1.3E GAS A/T,A1K181
B0W759,01PSA2303-552,2023-03-13,PSB AUTO,2017 MITSUBISHI MIRAGE G4 GLX 1.2G MT,B0W759
B5V069,01PSA2303-555,2023-03-13,PSB AUTO,2019 MITSUBISHI MONTERO SPORT GLX 2.4D 2,B5V069
A21234,01PSA2303-560,2023-03-13,PSB AUTO,2018 TOYOTA INNOVA 2.8E DSL A/T,A21234
NEW,01PSA2303-561,2023-03-13,PSB AUTO,2012 NISSAN URVAN ESCAPADE (12 SEATER) 2,NEW
A6A979,01PSA2303-566,2023-03-13,PSB AUTO,2018 TOYOTA FORTUNER 2.4G 4X2 DSL A/T,A6A979
G1K040,01PSA2303-568,2023-03-13,PSB AUTO,2019 SUZUKI ERTIGA 1.5L GL AT,G1K040
MT6528,01PSA2303-570,2023-03-13,PSB AUTO,2018 HYUNDAI ACCENT 1.4 GL 6MT,MT6528
F2R281,01PSA2303-578,2023-03-13,PSB AUTO,2019 NISSAN NP300 NAVARA NCAP 2.5L 4X2 E,F2R281
B5O961,01PSA2303-593,2023-03-13,PSB AUTO,2019 MITSUBISHI MONTERO SPORT GLS PREMIU,B5O961
VX6582,01PSA2303-599,2023-03-13,PSB AUTO,2017 TOYOTA VIOS 1.3E GAS A/T,VX6582
E1W335,01PSA2303-613,2023-03-13,PSB AUTO,2019 HONDA CIVIC 1.8 S CVT,E1W335
OW 8120,01PSA2303-616,2023-03-13,PSB AUTO,2017 NISSAN URVAN NV350 2.5L 15STR CRDI,OW8120
UF0056,01PSA2303-618,2023-03-13,PSB AUTO,2017 SUZUKI CELERIO GL 1.0L M/T,UF0056
F2A193,01PSA2303-640,2023-03-13,PSB AUTO,2019 NISSAN NP300 NAVARA NCAP 2.5L 4X2 E,F2A193
A0G945,01PSA2303-654,2023-03-13,PSB AUTO,2017 TOYOTA INNOVA 2.8G DSL A/T,A0G945
F1I042,01PSA2303-658,2023-03-13,PSB AUTO,2018 NISSAN TERRA 2.5L VL 4X2 A/T,F1I042
CS#WA4942,01PSA2303-661,2023-03-13,PSB AUTO,2017 TOYOTA VIOS 1.3E GAS M/T,CSWA4942
CM0261,01PSA2303-680,2023-03-13,PSB AUTO,2015 ISUZU D-MAX LS 3.0L DSL TURBO 4x2 A,CM0261
B6R259,01PSA2303-690,2023-03-13,PSB AUTO,2020 MITSUBISHI MONTERO SPORT GLS 2.4D 2,B6R259
K1N219,01PSA2303-699,2023-03-13,PSB AUTO,2020 HYUNDAI KONA 2.0 GLS 6AT 2WD,K1N219
K1O982,01PSA2303-709,2023-03-13,PSB AUTO,2020 HYUNDAI REINA 1.4 GL A/T WITH AVN,K1O982
P5Q291,01PSA2303-714,2023-03-13,PSB AUTO,2020 TOYOTA HI-ACE COMMUTER 3.0L DSL M/T,P5Q291
VZ4230,01PSA2303-717,2023-03-13,PSB AUTO,2017 TOYOTA FORTUNER 2.7G GAS 4x2 A/T,VZ4230
A9A481,01PSA2303-727,2023-03-13,PSB AUTO,2019TOYOTA HILUX 4X2 CONQUEST M/T,A9A481
F0S992,01PSA2303-728,2023-03-13,PSB AUTO,2018 NISSAN NP300 NAVARA NCAP 2.5L 4X2 E,F0S992
B3Q823,01PSA2303-734,2023-03-13,PSB AUTO,2018 MITSUBISHI MONTERO SPORT GLS PREMIU,B3Q823
B1E063,01PSA2303-745,2023-03-13,PSB AUTO,2017 MITSUBISHI ADVENTURE GLX 2.5D MT,B1E063
A4P092,01PSA2303-749,2023-03-13,PSB AUTO,2018 TOYOTA FORTUNER 2.4V 4X2 DSL A/T,A4P092
K1L577,01PSA2303-750,2023-03-13,PSB AUTO,2020 HYUNDAI ACCENT 1.6 CRDi GL AT (Dsl),K1L577
TOW870,01PSA2303-756,2023-03-13,PSB AUTO,2012 MITSUBISHI MONTERO SPORT 2.5 GLS-V,TOW870
CS#VV2017,01PSA2303-764,2023-03-13,PSB AUTO,2017 TOYOTA HI-ACE GL GRANDIA 3.0L DSL M,CSVV2017
B0L266,01PSA2303-771,2023-03-13,PSB AUTO,2017 MITSUBISHI MONTERO SPORT GLX 2.4D 2,B0L266
K0E873,01PSA2303-774,2023-03-13,PSB AUTO,2019 HYUNDAI ACCENT 1.4 GL 6MT,K0E873
GC2768,01PSA2303-783,2023-03-13,PSB AUTO,2018 FOTON TORNADO C 3.5 DUMPTRUCK,GC2768
P0J032,01PSA2303-786,2023-03-13,PSB AUTO,2019 TOYOTA VIOS 1.3 XE CVT,P0J032
K1B426,01PSA2303-800,2023-03-13,PSB AUTO,2019 HYUNDAI H100 2.5 CRDi GL 6MT SHUTTL,K1B426
B3 K338,01PSA2303-810,2023-03-13,PSB AUTO,2018 MITSUBISHI MONTERO SPORT GLS 2.4D 2,B3K338
NG 4512,01PSA2303-812,2023-03-13,PSB AUTO,2015 MITSUBISHI MONTERO SPORT GLS-V 2.5L,NG4512
F1K975,01PSA2303-816,2023-03-13,PSB AUTO,2019 NISSAN NP300 NAVARA NCAP 2.5L 4X2 E,F1K975
A4V406,01PSA2303-821,2023-03-13,PSB AUTO,2018 TOYOTA VIOS 1.3E GAS M/T,A4V406
B0N107,01PSA2303-836,2023-03-13,PSB AUTO,2017 MITSUBISHI MIRAGE G4 GLS 1.2G CVT,B0N107
A2E802,01PSA2303-843,2023-03-13,PSB AUTO,2018 TOYOTA INNOVA 2.8G DSL A/T,A2E802
WB0741,01PSA2303-846,2023-03-13,PSB AUTO,2017 TOYOTA VIOS 1.3E GAS M/T,WB0741
OY5239,01PSA2303-850,2023-03-13,PSB AUTO,2017 NISSAN JUKE 1.6L CVT N-STYLE 2,OY5239
F2C684,01PSA2303-858,2023-03-13,PSB AUTO,2019 NISSAN NP300 NAVARA NCAP 2.5L 4X2 E,F2C684
B2L701,01PSA2303-859,2023-03-13,PSB AUTO,2018 MITSUBISHI MONTERO SPORT GLS 2.4D 2,B2L701
WA3278,01PSA2303-864,2023-03-13,PSB AUTO,2017 TOYOTA INNOVA 2.8G DSL A/T (WHITE P,WA3278
WE5259,01PSA2303-866,2023-03-13,PSB AUTO,2019 CHEVROLET COLORADO 2.8L 4x2 A/T LTX,WE5259
B1I146,01PSA2303-871,2023-03-13,PSB AUTO,2017 MITSUBISHI MONTERO SPORT GLS 2.4D 2,B1I146
K0C939,01PSA2303-872,2023-03-13,PSB AUTO,2019 HYUNDAI TUCSON 2.0 CRDi GLS 6AT 2WD,K0C939
A4U357,01PSA2303-875,2023-03-13,PSB AUTO,2018 TOYOTA HI-ACE COMMUTER 3.0L DSL M/T,A4U357
P0O845,01PSA2303-878,2023-03-13,PSB AUTO,2019 TOYOTA VIOS 1.5G GAS  A/T,P0O845
B5T438,01PSA2303-888,2023-03-13,PSB AUTO,2019 MITSUBISHI MIRAGE G4 GLS 1.2G CVT,B5T438
A0P637,01PSA2303-889,2023-03-13,PSB AUTO,2017 TOYOTA VIOS 1.3E GAS A/T,A0P637
A7S838,01PSA2303-890,2023-03-13,PSB AUTO,2018 TOYOTA HI-ACE GL GRANDIA 3.0L DSL A,A7S838
NS7285,01PSA2303-917,2023-03-13,PSB AUTO,2017 MITSUBISHI L300 EXCEED CC WITH FB B,NS7285
F3T150,01PSA2303-924,2023-03-13,PSB AUTO,2020 NISSAN URVAN NV350 2.5L 15STR CRDI,F3T150
P1N560,01PSA2303-926,2023-03-13,PSB AUTO,2019 TOYOTA FORTUNER 2.4G 4X2 DSL A/T,P1N560
B7-F085,01PSA2303-931,2023-03-13,PSB AUTO,2019 MITSUBISHI XPANDER GLS SPORT 1.5G A,B7F085
C0M875,01PSA2303-933,2023-03-13,PSB AUTO,2017 FORD EVEREST 3.2L 4X4 A/T TITANIUM,C0M875
F0 J920,01PSA2303-934,2023-03-13,PSB AUTO,2018 NISSAN NP300 NAVARA NCAP 2.5L 4X2 E,F0J920
MV4363,01PSA2303-942,2023-03-13,PSB AUTO,2018 HYUNDAI ACCENT 1.4 GL AT CVT,MV4363
G0O867,01PSA2303-943,2023-03-13,PSB AUTO,2018 SUZUKI CIAZ GL 1.4L M/T,G0O867
P0P271,01PSA2303-944,2023-03-13,PSB AUTO,2019 TOYOTA INNOVA 2.8E DSL A/T,P0P271
P0H273,01PSA2303-950,2023-03-13,PSB AUTO,2019 TOYOTA FORTUNER 2.4G 4X2 DSL A/T,P0H273
B5J660,01PSA2303-955,2023-03-13,PSB AUTO,2019 MITSUBISHI XPANDER GLX 1.5G M/T,B5J660
IO E660,01PSA2303-957,2023-03-13,PSB AUTO,2019 FOTON VIEW TRAVELLER XL LUXE 19 SEA,IOE660
CS#VY8513,01PSA2303-968,2023-03-13,PSB AUTO,2017 TOYOTA HI-ACE GL GRANDIA 3.0L DSL M,CSVY8513
A1X432,01PSA2303-970,2023-03-13,PSB AUTO,2018 TOYOTA HI-ACE COMMUTER 3.0L DSL M/T,A1X432
RK6382,01PSA2303-972,2023-03-13,PSB AUTO,2017 MAZDA 3 1.5L SKYACTIV V A/T 5-DOOR,RK6382
